fighter,age,height,reach,slpm,stac,sapm,tdavg,tdacc,tddef,subavg,wins,losses,draws
KyeungPyo Kim,32.0,69,71,6.77,46,63,3.87,40,10,0.0,11,4,0
Stevie Ray,33.0,70,70,3.73,44,54,0.75,46,55,0.6,23,9,0
Abel Trujillo,40.0,68,70,2.65,41,59,2.18,45,40,0.4,15,8,0
Pannie Kianzad,32.0,67,66,4.87,49,53,0.35,30,71,0.1,17,7,0
Antonio Carlos Junior,33.0,74,79,1.95,42,52,3.42,39,53,0.8,11,5,0
Ray Rodriguez,36.0,67,70,0.9,27,40,1.42,50,44,0.0,16,8,0
Sumudaerji,28.0,68,72,4.64,54,61,0.29,10,66,0.6,16,6,0
Reyes Cortez Jr.,31.0,67,68,4.1,45,52,1.5,11,10,0.0,7,3,0
Davi Ramos,37.0,66,70,2.64,37,56,1.95,40,83,0.6,10,4,0
Fabricio Camoes,45.0,70,71,1.29,33,61,2.34,32,20,1.5,14,9,1
Pingyuan Liu,31.0,66,72,2.36,33,54,0.25,20,56,1.0,13,7,0
Herdem Alacabek,32.0,74,75,3.84,65,23,2.06,50,42,0.0,5,1,0
Stephen Regman,32.0,71,76,1.41,60,23,3.52,10,0,0.0,9,4,0
Hamdy Abdelwahab,31.0,74,72,3.87,52,59,3.0,75,0,0.0,5,0,0
Alen Amedovski,35.0,70,74,0.99,30,46,0.0,0,0,0.0,8,4,0
Michelle Waterson-Gomez,38.0,63,62,3.56,46,49,1.42,32,70,0.7,18,12,0
Kyler Phillips,28.0,68,72,5.36,46,61,2.87,46,70,0.6,11,2,0
Vicente Luque,32.0,71,75,5.17,52,52,1.04,60,62,0.7,22,9,1
Jean Matsumoto,24.0,66,68,6.67,36,49,0.0,0,66,0.0,14,0,0
Juan Puerta,36.0,69,71,1.27,39,67,1.0,10,0,0.0,23,6,0
Veronica Hardy,28.0,64,64,3.27,45,46,1.27,41,57,0.4,8,4,1
Jeremy Stephens,37.0,69,71,3.17,40,58,1.16,38,65,0.4,28,19,0
Efrain Escudero,38.0,69,71,2.92,44,63,1.31,40,66,0.8,28,12,0
Jason Gonzalez,34.0,74,74,3.06,39,58,0.0,0,30,1.0,11,5,0
Shawn Jordan,39.0,72,75,2.87,50,47,1.97,38,76,0.1,19,8,0
Joey Beltran,42.0,73,75,4.92,36,54,0.48,18,75,0.0,17,14,0
Rory MacDonald,34.0,72,76,3.75,42,62,1.77,47,88,0.4,19,4,0
Johnny Bedford,41.0,70,71,4.53,50,63,1.83,62,62,0.0,21,13,1
Ion Cutelaba,30.0,73,75,4.63,43,48,4.75,58,77,0.0,17,9,1
Ron Stallings,41.0,74,75,3.22,60,51,0.0,0,71,0.0,14,8,0
Jussier Formiga,38.0,65,67,1.42,39,64,1.82,35,87,0.6,23,8,0
Michel Pereira,30.0,73,73,5.09,53,58,1.56,55,94,0.6,29,11,0
Yousri Belgaroui,36.0,77,79,2.2,47,51,0.0,0,75,0.0,5,3,0
Felipe Colares,29.0,68,69,2.17,45,36,1.88,24,43,0.5,10,4,0
Billy Goff,25.0,70,72,10.22,46,64,4.04,40,10,0.0,9,2,0
Timothy Johnson,38.0,75,77,3.43,45,44,1.09,24,69,0.0,12,4,0
Aleksandar Rakic,32.0,76,78,4.01,50,53,0.82,25,90,0.2,14,3,0
Vik Grujic,47.0,71,73,2.24,48,41,1.18,33,26,0.4,6,6,0
Marcus Brimage,38.0,64,71,3.97,35,56,0.56,10,80,0.0,7,7,0
Daniel Santos,28.0,67,67,4.26,37,50,1.9,50,73,0.0,12,2,0
Kevin Casey,42.0,71,77,2.27,53,46,0.79,22,27,0.4,9,5,2
Kyung Ho Kang,36.0,69,73,3.35,48,55,1.87,57,68,0.8,19,10,0
Simeon Thoresen,39.0,73,79,3.85,43,64,1.12,40,50,1.7,17,6,1
Dustin Jacoby,35.0,75,76,5.53,47,57,0.36,25,60,0.0,19,8,1
Yizha,27.0,67,71,2.82,44,54,4.55,32,59,1.4,25,4,0
Jared Cannonier,39.0,71,77,4.68,52,59,0.44,42,63,0.0,17,6,0
Derek Brunson,40.0,73,77,3.51,47,51,3.14,33,85,0.6,23,9,0
Viktor Pesta,33.0,75,77,1.58,36,56,3.29,28,10,0.0,10,4,0
Sarah Kaufman,38.0,65,66,6.65,46,62,0.38,57,81,0.0,18,4,0
Syuri Kondo,35.0,64,66,5.4,44,58,0.0,0,83,0.3,6,3,0
Valmir Lazaro,38.0,72,73,4.87,37,61,1.33,40,96,0.0,15,5,0
Elizabeth Phillips,37.0,66,65,2.6,33,58,0.75,25,53,0.2,6,6,0
Chris Tuchscherer,48.0,74,76,1.35,31,47,1.19,18,0,0.6,21,4,0
Juan Andres Luna,28.0,67,72,3.27,31,65,0.0,0,0,0.0,12,1,0
Brandon Davis,33.0,70,72,4.68,35,58,0.74,42,57,0.1,14,10,0
James Irvin,45.0,74,75,2.03,48,35,0.0,0,36,0.5,17,10,0
Brianna Fortino,30.0,60,62,3.53,41,57,2.5,45,66,0.0,9,3,0
Chris Hofmann,34.0,72,72,4.78,45,35,3.42,42,0,0.0,9,2,0
Ozzy Diaz,33.0,76,79,1.65,32,44,0.0,0,0,0.0,7,2,0
Rashad Evans,44.0,72,75,2.14,37,63,2.98,44,73,0.0,19,8,1
Jinnosuke Kashimura,22.0,67,71,0.21,50,25,3.16,10,0,6.3,4,2,0
Anton Turkalj,27.0,76,78,1.72,53,49,6.55,51,16,0.0,8,3,0
Hyun Gyu Lim,39.0,75,77,4.45,41,51,0.23,10,73,0.2,13,7,1
Braxton Smith,34.0,71,72,6.46,48,32,0.0,0,10,0.0,5,2,0
Bharat Kandare,36.0,67,72,0.7,10,72,0.0,0,0,0.0,5,3,0
Brian Bowles,43.0,67,70,2.36,26,64,1.39,70,54,1.4,10,3,0
Ronal Siahaan,27.0,67,71,0.63,66,25,0.0,0,25,0.0,7,1,0
Anthony Hamilton,43.0,77,76,3.91,65,45,2.62,42,78,0.0,15,9,0
Sam Stout,39.0,69,70,4.17,28,57,0.63,38,77,0.1,20,12,1
Mike Rhodes,34.0,73,74,3.2,39,64,0.96,33,75,0.5,10,5,0
Joshua Wang-Kim,31.0,69,71,2.95,40,60,1.17,10,66,0.0,5,2,0
Christian Ocon,28.0,68,69,1.73,53,34,0.0,0,63,0.0,2,1,0
Curtis Millender,36.0,74,76,3.86,46,61,0.43,10,57,0.0,17,5,0
Dylan Lockard,31.0,69,72,1.31,53,52,2.31,40,28,1.2,6,2,0
Micol Di Segni,36.0,63,60,7.47,40,33,0.0,0,37,0.0,7,3,0
Jordan Mein,34.0,72,73,3.35,44,69,1.56,58,66,0.2,31,12,0
Cody Stamann,34.0,66,64,4.39,47,62,2.34,39,76,0.0,21,6,1
Mario Miranda,44.0,75,74,1.96,54,36,1.02,60,54,0.0,14,7,0
Hannah Goldy,31.0,64,61,5.19,47,50,0.66,12,54,0.2,6,4,0
SangHoon Yoo,34.0,72,74,4.83,65,40,0.53,10,69,0.5,8,2,0
Marco Tulio,29.0,72,74,3.2,48,52,2.0,25,0,1.0,10,1,0
Cameron Saaiman,23.0,68,67,5.28,46,55,1.0,36,44,0.8,9,1,0
Quinton Jackson,45.0,73,73,3.25,54,55,1.52,56,73,0.1,37,12,0
Heather Clark,43.0,66,64,3.69,49,50,0.33,4%,80,0.3,7,6,0
Al Iaquinta,36.0,70,70,4.06,40,61,0.63,18,74,0.2,14,7,1
Jonathan Pearce,31.0,72,71,5.6,56,55,5.29,53,56,0.8,14,5,0
Ben Nguyen,35.0,65,65,3.51,40,59,0.25,33,63,1.0,16,8,0
Evan Elder,26.0,70,72,4.75,48,57,0.74,22,28,0.4,8,2,0
Jose Johnson,28.0,72,71,2.8,60,55,0.62,50,36,0.6,16,8,0
Daniel Zellhuber,24.0,73,77,5.86,41,56,0.22,33,94,0.2,15,1,0
Marlon Vera,31.0,68,70,4.37,50,51,0.58,39,70,0.9,21,8,1
Kaynan Kruschewsky,32.0,72,73,5.08,39,47,2.18,10,0,2.2,15,2,0
Danny Henry,35.0,72,73,5.2,51,45,0.74,33,50,2.2,12,4,0
Jacare Souza,44.0,73,72,2.53,47,62,2.57,39,57,1.3,26,10,0
Shamil Abdurakhimov,42.0,75,76,2.41,44,55,1.01,23,45,0.1,20,8,0
Ben Alloway,43.0,71,76,1.28,49,59,0.62,50,26,0.0,18,8,0
Natan Levy,32.0,69,71,4.01,51,58,5.37,57,41,0.5,8,1,0
Carmelo Marrero,43.0,72,73,0.84,34,54,3.21,36,36,0.9,16,6,0
Todd Duffee,38.0,75,78,5.93,37,56,0.72,25,90,0.0,9,3,0
Ariane Carnelossi,31.0,62,61,3.04,40,43,1.62,55,8%,0.3,14,3,0
Jonas Bilharinho,33.0,71,75,3.71,60,57,0.0,0,10,0.0,9,1,1
Bogdan Guskov,31.0,75,76,2.43,33,40,0.0,0,66,0.0,15,3,0
Rob Font,36.0,68,71,5.53,45,56,0.89,35,46,0.3,20,8,0
Vladimir Matyushenko,53.0,72,74,1.9,44,59,3.25,46,70,0.1,27,8,0
Cole Miller,39.0,73,73,3.0,33,59,0.6,36,38,1.8,21,11,0
Bobby Voelker,44.0,72,74,4.01,35,42,1.04,50,66,0.0,19,13,0
Rob Kimmons,43.0,70,73,1.86,48,38,2.08,46,25,2.4,25,9,0
Angel Pacheco,32.0,68,70,13.13,40,35,0.0,0,33,0.0,7,2,0
Eperaim Ginting,28.0,64,64,0.0,0,10,15.5,10,0,0.0,6,1,0
Gian Villante,38.0,75,76,4.38,44,55,0.45,23,83,0.0,17,14,0
Fernie Garcia,31.0,67,67,2.04,34,48,0.28,50,50,0.6,10,5,0
Allan Zuniga,31.0,67,70,3.93,52,61,0.0,0,57,1.0,13,1,0
Jake O'Brien,39.0,75,76,1.31,31,69,6.39,54,25,0.2,15,4,0
Chidi Njokuani,35.0,75,80,4.04,60,53,0.0,0,67,0.3,22,10,0
Hector Aldana,35.0,71,72,3.59,38,59,0.93,10,0,0.0,4,3,0
Kenneth Bergh,34.0,74,74,4.56,75,28,0.0,0,0,0.0,8,0,0
Daniel Omielanczuk,41.0,72,74,3.09,57,47,0.56,26,68,0.1,19,8,1
Julio Arce,34.0,67,70,4.38,36,68,0.49,30,95,0.4,18,6,0
Journey Newson,35.0,65,67,2.64,32,64,0.56,16,43,0.3,10,5,0
Lara Procopio,28.0,64,67,5.64,58,47,3.15,47,50,0.3,7,2,0
Ryan Benoit,34.0,65,68,2.88,39,58,0.28,22,72,0.4,10,8,0
Guido Cannetti,44.0,66,68,3.44,55,51,2.27,55,64,0.4,10,8,0
Matt Mitrione,45.0,75,82,3.55,50,64,0.0,0,55,0.7,12,5,0
Brandon Moreno,30.0,67,70,3.87,44,59,1.74,46,63,0.5,21,8,2
Nasrat Haqparast,28.0,70,72,5.78,44,64,0.31,20,78,0.0,16,5,0
Aliaskhab Khizriev,33.0,69,74,6.01,64,61,5.64,60,10,3.8,14,0,0
Wulijiburen,35.0,69,69,1.61,42,56,3.28,42,77,0.4,20,9,0
Caros Fodor,40.0,69,74,2.76,54,54,2.1,25,50,0.0,11,6,0
Jorge Gonzalez,40.0,74,76,0.0,0,0,0.0,0,0,0.0,16,4,0
Mark Cherico,37.0,67,69,3.69,34,56,5.03,50,0,0.0,11,1,0
Ruan Potts,46.0,74,75,0.85,37,22,0.75,16,33,2.3,11,6,0
Valentina Shevchenko,35.0,65,66,3.28,52,62,2.56,63,71,0.4,23,4,1
Miranda Granger,31.0,67,68,2.79,47,57,0.0,0,33,0.0,7,3,0
Garreth McLellan,41.0,73,72,3.56,54,45,1.15,22,34,0.9,13,6,0
Mark Madsen,39.0,68,72,3.56,49,52,2.86,66,62,0.0,12,2,0
Andrei Arlovski,45.0,75,77,3.78,45,57,0.38,36,76,0.2,34,23,0
Jessin Ayari,31.0,72,73,3.53,37,58,0.0,0,50,0.3,16,6,0
Jordan Rinaldi,36.0,70,72,1.56,35,59,1.45,35,20,1.2,14,7,0
Mike Rio,42.0,70,70,1.68,39,53,2.58,27,0,1.0,10,5,0
Daermisi Zhawupasi,23.0,68,68,1.24,51,34,6.19,75,64,2.1,7,1,0
Javid Basharat,28.0,69,69,5.65,61,63,2.09,50,85,0.2,14,0,0
Roger Gracie,42.0,76,79,1.78,35,61,1.87,53,60,1.9,8,2,0
Mark Munoz,46.0,72,71,3.12,51,57,3.17,29,57,0.6,14,6,0
Pablo Garza,40.0,73,73,3.37,44,50,0.94,25,15,1.3,12,4,0
Justin McCully,48.0,73,73,1.58,37,46,1.28,44,43,0.0,11,5,2
Yuri Villefort,32.0,72,73,3.18,43,55,2.0,35,40,0.3,10,5,0
Fredson Paixao,44.0,66,66,1.71,54,62,0.62,11,10,2.2,10,5,0
Nicco Montano,35.0,65,65,5.6,41,64,2.25,54,69,0.4,5,3,0
Priscila Cachoeira,35.0,67,65,3.76,44,43,0.15,33,65,0.0,12,6,0
Seo Hee Ham,36.0,62,62,4.2,39,61,0.0,0,66,0.2,17,8,0
Urijah Faber,44.0,66,67,2.65,40,64,1.54,30,58,0.8,35,11,0
Guangyou Ning,42.0,64,64,2.66,41,61,1.09,50,62,0.3,5,4,1
Sidney Outlaw,31.0,68,74,0.13,33,71,3.0,75,0,3.0,8,4,0
John Gunther,38.0,69,72,1.65,37,46,7.08,42,0,0.0,5,1,0
Canaan Kawaihae,26.0,72,71,2.83,51,36,0.0,0,10,0.0,6,2,0
Melissa Martinez,26.0,62,66,3.0,57,45,1.0,50,0,0.0,7,1,0
Erik Perez,34.0,68,68,3.16,40,66,3.16,55,69,0.2,17,6,0
Chris Cope,41.0,72,72,3.96,26,50,0.0,0,80,0.0,8,4,0
Rose Namajunas,31.0,65,65,3.68,40,62,1.49,48,60,0.6,12,6,0
Mo Miller,31.0,68,72,1.87,45,60,4.0,80,0,0.0,6,0,0
Jeff Molina,26.0,66,69,7.25,48,55,0.0,0,66,0.0,11,2,0
TJ Waldburger,35.0,71,75,2.02,51,40,3.03,46,40,4.8,16,9,0
Desmond Torres,27.0,66,69,4.8,64,48,0.0,0,10,0.0,7,2,0
Gunnar Nelson,35.0,71,72,1.84,61,49,1.9,59,66,1.0,19,5,1
Johnny Eduardo,45.0,67,71,2.95,39,63,0.22,20,58,0.4,28,13,0
Mike Russow,47.0,73,73,1.55,47,59,4.66,43,0,0.7,15,3,0
Spencer Fisher,47.0,67,68,3.17,43,64,0.67,30,60,0.8,24,9,0
Rafael Fiziev,31.0,68,71,4.9,51,49,0.29,40,89,0.0,12,3,0
Matt Serra,49.0,66,68,1.98,39,46,2.05,20,38,0.9,11,7,0
Kyle Prepolec,34.0,70,70,3.2,34,54,0.0,0,40,0.0,12,7,0
Lance Lawrence,30.0,73,74,5.87,50,24,1.0,10,50,0.0,4,1,0
Tommy Speer,39.0,70,71,2.56,51,35,2.02,33,33,0.0,21,7,0
Henry Martinez,40.0,67,69,2.79,25,60,0.0,0,80,0.0,9,4,0
Jake Ellenberger,38.0,69,71,2.47,39,60,2.04,47,86,0.4,31,15,0
Dustin Ortiz,35.0,65,65,2.94,44,56,3.01,36,52,0.1,19,8,0
Lucasz Sudolski,30.0,76,75,5.7,67,28,0.0,0,10,0.0,8,1,0
Jarjis Danho,40.0,75,74,3.38,50,49,0.51,16,10,0.0,7,1,1
Chael Sonnen,46.0,73,73,3.08,43,62,3.81,59,66,0.4,29,15,1
Bojan Velickovic,35.0,72,76,2.18,34,57,0.67,25,55,0.5,15,6,1
Alex White,35.0,72,71,3.76,42,60,0.92,28,71,0.5,13,6,0
Luigi Fioravanti,43.0,68,70,2.23,42,69,3.76,63,67,0.9,26,15,0
Youssef Zalal,27.0,70,72,2.75,48,64,2.14,31,60,1.1,10,5,1
Mackens Semerzier,43.0,69,72,2.91,45,46,2.14,50,50,2.1,8,4,0
Jason Jackson,33.0,73,78,2.24,48,56,0.0,0,0,0.0,7,2,0
Artem Lobov,37.0,69,65,3.52,41,50,0.39,25,52,0.0,13,15,1
Angela Hill,39.0,63,64,5.44,50,61,0.73,34,75,0.1,16,13,0
Jameel Massouh,39.0,70,72,1.91,54,55,0.67,15,50,0.7,26,9,0
Scott Smith,44.0,72,70,1.9,27,50,0.12,6%,58,0.5,18,11,0
Zak Ottow,37.0,71,72,2.63,36,58,0.97,29,57,0.4,17,7,0
Denis Kang,46.0,71,77,2.27,35,67,2.51,65,38,1.2,35,16,2
Rana Rudra Pratap Singh,26.0,70,69,0.0,0,27,0.0,0,0,0.0,11,2,0
Tom Watson,41.0,73,73,4.01,44,50,0.15,7%,43,0.0,17,9,0
Iasmin Lucindo,22.0,63,66,3.33,39,67,2.33,66,66,0.4,15,5,0
Ernesta Kareckaite,25.0,69,71,12.27,45,42,1.0,50,10,0.0,5,0,1
Yoshinori Horie,28.0,68,70,2.76,49,48,0.0,0,0,0.0,8,2,0
Jason MacDonald,48.0,75,80,1.55,52,46,1.43,16,35,2.0,25,16,0
Te Edwards,33.0,68,72,1.5,41,44,0.72,10,44,0.0,6,3,0
Jake Collier,35.0,75,78,5.8,44,50,0.71,33,67,0.6,13,10,0
Rinya Nakamura,28.0,67,68,3.53,54,67,3.72,90,10,1.6,9,0,0
Vitor Belfort,46.0,72,74,1.59,46,50,1.02,60,53,0.6,26,14,0
Danny Silva,27.0,71,70,13.6,64,59,2.0,66,10,0.0,8,1,0
Alex Perez,31.0,66,65,4.67,48,60,2.84,44,77,1.3,24,7,0
Mickael Lebout,36.0,71,73,2.6,34,54,0.0,0,60,0.0,16,7,1
Michel Quinones,39.0,70,73,2.91,29,48,0.0,0,36,0.0,8,3,0
Blake Bilder,33.0,68,68,3.81,48,53,0.31,7%,71,0.6,8,2,1
Gabriel Gonzaga,44.0,74,76,2.12,45,57,2.8,39,66,1.1,17,11,0
Albert Morales,32.0,69,72,3.81,35,56,0.91,35,70,0.2,7,4,1
Nazim Sadykhov,29.0,70,69,4.94,48,48,1.71,62,75,0.3,9,1,1
Godofredo Pepey,36.0,67,73,2.32,38,47,0.37,7%,35,1.5,13,6,0
Jon Delos Reyes,36.0,66,67,2.99,38,51,3.2,83,55,1.9,8,5,0
Marc Diakiese,30.0,70,73,2.54,40,52,3.29,43,66,0.0,17,7,0
Geane Herrera,33.0,65,66,1.51,31,52,0.83,37,38,0.6,9,3,0
Clint Hester,37.0,74,77,3.36,42,56,1.02,35,60,0.0,11,6,0
Kelvin Gastelum,32.0,69,71,3.55,41,58,0.96,30,59,0.1,18,9,0
Yohan Lainesse,31.0,73,76,2.22,41,58,0.94,28,72,0.5,9,3,0
Lorenz Larkin,37.0,71,72,3.53,46,63,0.27,42,79,0.1,18,6,0
Paul Taylor,44.0,72,72,4.44,47,55,0.27,25,56,0.5,11,6,1
Ivan Jorge,43.0,69,73,3.41,49,59,1.56,16,75,0.6,27,7,0
Joe Solecki,30.0,69,70,2.21,56,52,2.65,50,50,1.5,13,4,0
DaMarques Johnson,41.0,73,75,2.11,37,51,1.18,55,19,0.7,15,15,0
Don Madge,33.0,72,72,2.08,52,67,2.22,25,80,0.7,9,3,1
Marcus Davis,50.0,70,70,2.72,39,65,1.6,48,47,1.4,22,11,0
Thomas Petersen,28.0,73,74,3.79,68,46,2.84,44,10,0.7,8,2,0
John Salter,38.0,73,74,1.68,32,68,2.85,46,66,0.5,14,3,0
Justin Sumter,34.0,74,80,2.68,48,34,2.87,10,0,0.0,7,3,0
Sodiq Yusuff,30.0,69,71,5.72,49,54,0.28,20,62,0.4,13,3,0
Eddie Gordon,40.0,72,76,2.03,32,60,1.93,83,63,0.0,8,4,0
Michael Johnson,37.0,70,73,4.27,39,57,0.62,41,81,0.0,23,19,0
Aaron Riley,43.0,68,69,3.45,34,61,1.18,34,60,0.1,30,14,1
Preston Parsons,28.0,71,71,3.83,55,51,4.3,43,80,3.1,11,4,0
Wuziazibieke Jiahefu,33.0,69,70,0.41,50,41,6.08,50,0,0.0,29,12,1
Alexander Hernandez,31.0,69,72,4.63,41,56,1.2,31,60,0.1,14,7,0
Daniel Cormier,44.0,71,72,4.25,52,54,1.83,44,80,0.4,22,3,0
Josh Culibao,29.0,70,73,2.68,42,56,0.0,0,72,0.4,11,2,1
Andrew Holbrook,38.0,71,70,2.2,49,54,0.85,18,10,2.1,12,3,0
Arjan Bhullar,37.0,73,75,2.33,56,59,1.73,75,10,0.0,9,1,0
Ciryl Gane,33.0,76,81,5.49,60,63,0.58,21,50,0.5,12,2,0
Antonio Rodrigo Nogueir,47.0,75,77,1.95,42,55,1.3,29,36,2.4,34,10,1
Francimar Barroso,44.0,73,75,2.77,52,59,2.22,24,83,0.0,19,7,0
Istela Nunes,31.0,64,66,5.02,45,60,0.0,0,50,0.0,6,5,0
Alejandro Perez,34.0,66,67,3.45,35,61,0.54,22,70,0.3,23,9,1
Alessio Di Chirico,34.0,72,74,3.32,39,61,1.46,39,83,0.0,13,7,0
Ronda Rousey,37.0,67,66,4.17,52,44,6.26,68,50,4.8,12,2,0
Tainara Lisboa,33.0,67,67,2.05,50,54,2.05,40,70,0.5,7,2,0
Shane Roller,44.0,70,72,2.04,34,60,2.46,33,42,1.9,11,7,0
Wallen Del Rosario,30.0,64,67,1.4,32,40,1.0,16,10,0.0,8,2,0
Brendon Marotte,28.0,69,70,3.0,10,33,0.0,0,0,0.0,8,2,0
Teruto Ishihara,32.0,67,69,3.26,44,53,0.5,16,30,0.0,10,7,2
Chad Mendes,38.0,66,66,2.78,49,67,4.13,55,10,0.3,18,5,0
Jeremy Kimball,33.0,72,72,2.81,46,49,1.41,20,50,0.0,15,8,0
Mario Sousa,27.0,75,79,2.82,50,28,0.52,25,37,0.5,15,3,0
Chance Rencountre,37.0,74,75,1.1,20,49,1.35,26,16,0.3,14,4,0
Cody Gibson,36.0,70,71,4.75,45,55,1.35,35,64,0.3,20,9,0
Hannah Cifers,31.0,61,62,4.99,44,52,0.26,10,64,0.3,10,7,0
Colton Smith,36.0,72,71,1.64,41,51,4.09,36,25,1.4,7,4,0
Gerald Harris,44.0,71,77,1.41,29,62,2.96,54,72,0.0,23,5,0
Bo Nickal,28.0,73,76,2.76,62,75,11.0,50,0,13.8,5,0,0
Edson Barboza,38.0,71,75,4.18,45,57,0.48,50,75,0.1,24,11,0
Shane Burgos,32.0,71,75,7.4,52,56,0.43,44,91,0.4,15,3,0
William Gomis,26.0,72,73,2.62,46,75,1.06,60,81,0.7,13,2,0
Daniel Marcos,31.0,67,69,5.75,50,66,0.33,50,89,0.0,15,0,0
Nate Smith,28.0,66,69,1.28,38,35,0.0,0,33,2.3,6,1,0
Bibulatov Magomed,35.0,65,65,3.6,51,52,2.85,40,75,0.0,14,2,0
Denys Bondar,31.0,66,69,4.59,50,56,3.99,58,62,0.0,14,5,0
Deividas Taurosevicius,46.0,69,68,2.13,43,59,2.0,28,50,0.3,17,5,0
Chad Griggs,45.0,73,73,2.67,50,46,1.51,66,41,0.0,11,3,0
Richie Smullen,32.0,69,68,1.98,77,65,8.49,66,0,0.0,3,1,1
Chase Beebe,38.0,67,67,2.17,38,69,2.49,42,41,0.9,24,13,1
Mick Parkin,28.0,76,79,4.41,52,55,2.35,41,50,0.5,8,0,0
Sam Hughes,31.0,65,64,4.03,45,56,0.96,30,57,0.0,8,6,0
Danyelle Wolf,40.0,71,70,2.37,25,47,0.0,0,77,0.5,1,1,0
Devin Clark,33.0,72,75,3.03,54,44,2.17,32,58,0.1,14,9,0
Pete Sell,41.0,71,75,2.6,42,51,0.91,21,47,0.9,10,7,0
Mando Gutierrez,27.0,66,70,0.8,75,50,1.0,10,40,1.0,7,2,0
Dan Hooker,34.0,72,75,5.08,48,51,0.79,34,80,0.4,23,12,0
Ilia Topuria,27.0,67,69,4.4,46,65,1.92,56,92,1.3,15,0,0
Joe Pyfer,27.0,74,75,3.66,40,51,1.49,41,50,0.9,12,3,0
Jacob Volkmann,43.0,69,71,1.19,34,52,3.19,48,52,2.0,19,7,0
Kevin Lee,31.0,69,77,3.88,42,50,3.18,43,75,0.8,18,8,0
Tim Boetsch,43.0,72,74,2.93,50,57,1.45,34,59,0.8,21,13,0
Raphael Pessoa,34.0,75,78,2.16,26,42,0.0,0,10,0.0,10,2,0
Trevor Smith,43.0,75,75,3.29,55,51,1.7,32,60,0.7,15,10,0
Yorgan De Castro,37.0,72,74,2.46,43,53,0.0,0,77,0.0,6,3,0
Kiichi Kunimoto,42.0,70,71,1.87,44,41,1.59,20,28,0.3,18,7,2
Jared Papazian,36.0,68,67,3.33,39,44,0.0,0,50,0.0,20,13,0
Mark Bocek,42.0,68,75,2.34,43,60,3.65,36,31,1.3,12,5,0
Kamuela Kirk,29.0,70,75,3.22,50,40,1.5,26,47,1.2,12,6,0
Gian Siqueira,29.0,73,74,0.8,10,19,0.0,0,0,0.0,19,5,0
Junior Tafa,27.0,75,75,1.81,40,50,0.0,0,81,0.0,5,2,0
Dustin Kimura,34.0,67,71,1.33,21,51,0.93,37,50,2.2,11,3,0
Martin Buday,32.0,76,77,5.17,52,54,0.26,25,10,0.3,13,2,0
Yanis Ghemmouri,29.0,69,69,2.27,38,40,0.0,0,0,0.0,12,2,0
Rickson Zenidim,25.0,67,67,1.67,32,33,0.0,0,0,0.0,14,2,0
Alex Chambers,45.0,63,63,2.97,54,50,2.31,41,53,1.0,5,5,0
Sumit Kumar,23.0,65,66,2.8,24,46,6.0,30,60,0.0,8,1,0
Loopy Godinez,30.0,62,61,4.31,49,62,3.39,46,86,1.1,12,3,0
Maia Stevenson,41.0,64,62,1.57,54,33,3.91,10,50,0.0,6,5,0
Roybert Echeverria,28.0,65,67,2.95,53,57,0.0,0,71,2.6,7,1,0
John Howard,41.0,67,72,2.15,50,51,2.7,49,53,0.4,24,13,0
Christina Marks,38.0,67,69,5.0,58,64,7.5,10,0,0.0,8,9,0
Cathal Pendred,36.0,73,75,2.49,44,55,2.46,23,83,0.4,17,4,1
Tyron Woodley,41.0,69,74,2.36,48,54,1.06,40,87,0.4,19,7,1
Colby Covington,36.0,71,72,3.88,38,55,3.79,44,67,0.2,17,4,0
Rachael Ostovich,33.0,63,62,2.54,43,57,2.03,83,66,0.8,4,6,0
Khabib Nurmagomedov,35.0,70,70,4.1,48,65,5.32,48,84,0.8,29,0,0
Paulo Costa,32.0,73,72,6.2,58,47,0.45,75,80,0.0,14,3,0
Keith Jardine,48.0,74,76,3.25,36,59,1.18,45,62,0.7,17,11,2
Dylan Mantello,31.0,73,73,5.93,56,53,0.0,0,0,0.0,7,3,0
Chris Clements,48.0,70,70,3.2,49,44,0.0,0,32,0.3,12,6,0
Augusto Mendes,41.0,66,65,2.42,34,56,1.75,33,80,0.0,6,2,0
James Wilks,45.0,73,75,1.82,45,50,1.27,22,66,3.8,7,4,0
Luan Lacerda,31.0,67,71,4.52,44,47,1.26,25,75,0.6,12,3,0
Zhalgas Zhumagulov,35.0,64,66,5.24,43,52,1.3,19,75,0.2,14,9,0
Rodrigo Lidio,34.0,71,73,0.97,50,10,0.0,0,50,0.0,12,3,0
Ryan Couture,41.0,70,73,3.54,45,54,1.55,29,46,1.3,11,5,0
Rafael Natal,41.0,72,77,3.1,47,57,2.55,34,77,0.5,21,9,1
David Mitchell,44.0,72,75,1.74,32,55,0.66,50,29,2.0,22,7,0
Duda Santana,28.0,67,73,6.01,39,73,6.44,60,0,0.0,3,1,0
Sim Kai Xiong,26.0,65,66,3.19,63,47,6.84,28,0,0.0,5,1,0
Tom Lawlor,40.0,72,74,2.5,42,60,2.46,32,57,1.4,10,6,0
Manuel Torres,28.0,70,73,8.14,58,56,3.26,66,88,1.6,15,2,0
Diego Ferreira,39.0,69,74,4.66,37,56,0.71,22,63,0.7,18,5,0
Nick Catone,42.0,72,72,2.11,44,63,3.71,44,83,0.5,10,4,0
Hugo Viana,41.0,66,67,3.05,38,57,0.22,6%,50,0.0,8,4,0
